YEAR,ECO10,ECO3,HUC4,AG_TOT,ANC,CA,CL,COND,DOC,FOR_TOT,Sodium,NH4,NO3,NTL,PH,SIO2,TSS,TURB,URB_TOT
2002,MT-PNW,MT,1710,0,405.9,308.6,108.6,70.1,0.72,90.28,254.9,0.7,15,258.75,7.56,14.9,3.68,0.453,0
2002,MT-PNW,MT,1709,0,501.7,270.6,14.7,50.2,0.64,98.67,107.4,0.4,3.6,66.875,7.64,18.53,0.16,0.104,0
2002,MT-NROCK,MT,1706,0,337.3,222.7,8.8,34.54,0.82,44.27,71.4,0.5,0,80,7.42,9.81,0.6,0.275,0
2002,MT-PNW,MT,1707,0,471.2,232.9,20.9,50.13,0.21,69.54,125.2,0.4,1.4,23.75,7.14,25.28,0.4,0.088,0.01
2002,MT-NROCK,MT,1707,0,4650.3,2700.6,113.1,466.1,2.63,69.85,1058.3,0.8,1.4,198.125,7.75,27.86,0.4,0.489,0
2002,MT-NROCK,MT,1707,0,1931.2,979,14.7,177.3,1.18,79.19,367.1,0.6,2.9,108.125,8.22,39.64,3.16,0.583,0
2002,MT-NROCK,MT,1707,0,4454.2,1924.6,70.2,404.1,2.67,79.78,1196.6,0.9,0,181.25,8.41,39.41,0.8,0.72,0
2002,MT-NROCK,MT,1003,0,1501.5,1002,18.2,150.9,0.84,86.19,67.2,0.4,1.3,38,8.23,7.66,1.56,0.544,0.38
2002,MT-NROCK,MT,1003,0,693.9,476.6,12.4,88.82,3,75.19,189.9,0.8,0,182.5,7.94,19.8,9,0.621,0
2002,MT-NROCK,MT,1007,0,1700.1,837.3,11.3,174.2,0.79,86.67,158.8,0.6,2.1,66.875,8.33,11.5,2.48,0.26,0
2002,MT-NROCK,MT,1701,0,2773.3,1756,9.9,260.5,1.25,87.42,64.4,0.4,3.6,97.5,8.28,10.86,0.52,0.252,0
2002,MT-NROCK,MT,1002,0.43,1544.7,1208.6,12.1,182.3,1.19,72.63,183.7,0.5,1.4,85,8.28,9.03,4.44,1.33,0
2002,MT-NROCK,MT,1701,6.08,2080.6,1394.7,12.7,205.5,1.45,66.47,85.7,0.6,3.6,106.25,8.4,8.74,14.8,2.89,0
2002,MT-NROCK,MT,1701,1.09,1754.3,1410.2,43.7,198.7,1.63,76.52,94.7,0.4,5,168.125,8.48,3.73,1.4,0.72,0.47
2002,MT-NROCK,MT,1002,3.24,301.6,156.6,12.4,37.65,1.98,82.41,169.4,0.7,0,134,7.47,14.25,1.04,1.29,0.05
2002,PL-RANGE,PL,1004,9.01,3123.4,25508.9,8711.2,4891,0.89,13.3,21979.5,0.4,0,153.75,8.39,16.69,9.68,2.41,0
2002,MT-NROCK,MT,1002,0,1008.7,761,13.5,139.2,0.77,74.71,106.9,0.8,5.7,128.75,8.07,15.13,1.04,0.165,0
2002,MT-NROCK,MT,1701,0,282.7,118.2,10.7,34.2,2.55,56.97,127.8,0.5,3.6,185,7.28,22.65,0.72,7.06,0
2002,MT-NROCK,MT,1701,0,278.4,175.1,119.2,41.96,1.54,77.43,157.9,0.4,0,64,7.42,16.98,0.12,0.225,0.86
2002,PL-RANGE,PL,1007,1.74,1010.4,658.2,12.7,107.3,1.21,37.49,155.5,0.8,1.4,160.625,8.7,6.15,4.4,1.16,0.09
2002,PL-RANGE,PL,1009,5.68,3236.7,1906.2,97.3,498.6,3.58,20.39,1291,0.8,0,324.375,8.67,6.3,28.3,16.9,0.34
2002,MT-NROCK,MT,1004,0,1767.5,938.1,9.6,173,2.06,94.23,111.4,0.4,0,70.625,7.57,11.11,0.44,0.378,0
2002,PL-RANGE,PL,1005,0.26,4186.3,2295.9,140.8,474.4,3.28,36.13,1201.4,0.7,2,194,7.92,20.31,1.4,1.08,0
2002,MT-NROCK,MT,1002,0,473.6,267,9.9,49.37,1.67,74.52,84.9,0.6,0,112.5,7.7,9.55,2.04,0.638,0
2002,MT-NROCK,MT,1003,0,3931.8,2598.8,11.9,362.5,1.19,96.17,17.1,0.3,10.8,175.625,7.91,4.49,0.6,0.128,0.09
2002,MT-NROCK,MT,1002,0,1688,1344.8,7.9,169,2.06,78.93,83.8,0.8,1.4,98.75,8.42,12.98,2.08,0.306,0
2002,MT-NROCK,MT,1002,2.94,1754.2,1191.6,58.4,193.2,4.02,49,370.7,0.9,0,340,8.61,14.14,4.56,0.748,0.06
2002,MT-NROCK,MT,1002,0.84,3882,2103.8,77.3,397.8,0.91,64.28,178.4,0.6,11.4,306.25,8.55,9.77,14.56,1.55,0
2002,PL-RANGE,PL,1003,2.05,2664.6,1623.7,39.1,262.7,1.96,49.56,484.6,0.4,0,115,8.32,18.32,0.44,0.274,0
2002,MT-NROCK,MT,1707,0.33,586.8,321.4,8.7,66.22,1.7,73.11,130.5,0.4,0,113.75,8.33,19.2,3.28,0.729,0.06
2002,MT-PNW,MT,1801,3.99,1022.4,361.1,23.1,100.8,3.69,64.78,320.9,0.6,0,270,8.7,31.78,5.84,2.69,0.05
2002,MT-PNW,MT,1709,4.07,432.1,214.2,44.3,57.37,0.93,85.11,196.1,2,10,248.75,8.16,18.67,6.48,1.21,1.04
2002,MT-NROCK,MT,1707,1.87,1728.2,784.4,30.2,174.2,2.25,59.89,505,1.2,1.4,229.375,8.72,22.76,1.88,0.618,0.04
2002,MT-NROCK,MT,1707,1.79,1929.9,882.2,37.2,201.9,2.07,58.65,574.2,0.6,0,223.75,8.95,24.38,1.92,0.559,0.03
2002,MT-NROCK,MT,1707,0.01,2589.1,1373.2,26.5,242.6,2.17,69.76,335.5,0.6,0,291.875,8.08,35.51,7.92,0.675,0.02
2002,MT-PNW,MT,1708,2.63,388,233.5,53.3,64.86,0.64,87.84,161,0.4,0,43.125,7.85,19.19,8.8,4.83,0.67
2002,MT-PNW,MT,1709,0,354.7,179.4,18.6,35.3,0.87,81.13,93.2,1.8,1.4,219.375,7.49,15.99,0.1,0.301,0
2002,MT-NROCK,MT,1705,0,2440.4,1942.6,34.4,295,1.38,32.88,395.8,0.6,26.4,526.875,8.24,32.73,15.4,1.3,0
2002,MT-PNW,MT,1710,0,229.7,139.8,135.4,44.44,1.6,98.14,175,0.6,7.9,265,7.3,15.24,1.4,0.529,0
2002,MT-NROCK,MT,1707,0.85,916.5,367.5,13,96.72,1.79,57.74,456.3,1,3.6,210.625,9.21,28.06,3.48,1.46,0.12
2002,MT-NROCK,MT,1707,0,2229.4,1068.4,20.9,206.3,1.88,74.55,326.5,0.9,1.4,136.875,8.42,43.16,2.56,0.751,0
2002,MT-NROCK,MT,1707,0,1299.2,673.7,13.8,126.3,1.5,90.28,189.4,0.4,2.1,115,7.93,38.9,5.44,0.196,0
2002,XE-NORTH,XE,1707,0.14,2863.8,1405.2,137.9,300.5,3.19,57.63,901.7,0.8,11.4,500,7.38,44.23,4.52,0.707,0
2002,MT-NROCK,MT,1707,0,1690.8,1002,7.3,162.9,0.84,76.22,137.8,0.4,0,36.875,8.28,23.44,0.2,0.338,0
2002,MT-NROCK,MT,1707,0,377.6,183.2,4.5,39.09,0.88,85.62,74.9,0.7,1.4,68.125,7.66,14.29,1.12,0.152,0
2002,MT-NROCK,MT,1707,0,1067.5,473.5,18.9,110.6,2.84,79.14,267,0.6,0,147.5,8.09,29.87,5.92,0.761,0
2002,MT-NROCK,MT,1707,0,491.2,253.7,14.7,52.55,1.47,98.06,161.5,0.9,1.4,127.5,7.8,24.95,4.56,1.13,0
2002,MT-NROCK,MT,1707,0,670.3,463.2,9.3,78.05,0.94,98.03,170.9,0.4,1.4,73.125,7.83,19.05,0.52,0.19,0
2002,MT-PNW,MT,1710,0,577.6,306.8,111.5,70.3,0.56,91.89,216,0.8,6.7,168.125,7.68,18.87,1.6,0.135,0.03
2002,MT-NROCK,MT,1707,2.73,4977,2745,101,500,1.67,48.45,1477.2,0.4,1.4,101.875,8.42,22.24,0.2,0.355,0
2002,MT-PNW,MT,1710,4.6,416.5,271.2,218,70.8,1.91,87.45,232.1,0.9,4.3,208.75,7.51,14.84,2.28,2.29,0.02
2002,MT-PNW,MT,1710,5.74,829.7,391.1,64.3,91.64,1.33,82.35,208.4,1.1,9.3,266,8.26,21.94,1.88,0.613,0.92
2002,MT-PNW,MT,1801,0,2165,830.3,33.6,192.6,2.25,72.68,492.4,0.6,1.9,219,8.47,33.16,4.2,5.71,0.01
2002,XE-NORTH,XE,1707,5.09,857.5,292.4,43.4,91.8,1.03,43.86,324.8,0.5,4.3,217.5,8.13,26.58,48.96,5.54,0.4
2002,MT-NROCK,MT,1705,0,209.9,170.3,13.1,25.94,0.99,2.37,55.4,2.8,1.7,284,7.44,6.18,2.36,0.281,0
2002,MT-NROCK,MT,1707,0,4724.2,2426.6,43.2,431.8,1.72,82.63,340,0.9,3.6,190.625,8.43,32.24,3.84,0.31,0
2002,MT-NROCK,MT,1707,0,2169.1,994,20.6,201.3,1.04,79.48,416.8,0.6,2.1,78.125,8.37,38.39,2.52,0.572,0
2002,MT-NROCK,MT,1707,0,3742.1,1678.1,62.6,358.5,2.03,56.64,929.1,0.9,3.6,220,8.09,46.89,7.08,1.2,0
2002,MT-NROCK,MT,1707,0,1134.9,582.8,12.7,112.2,1.76,90.62,236.5,0.7,0,84.375,8.27,41.03,0.8,0.668,0.01
2002,MT-PNW,MT,1707,0,400,142.9,24,43.57,1.45,99.55,182.7,0.9,0,166.25,7.51,33.75,4.88,0.412,0
2002,MT-NROCK,MT,1707,1.2,4532.8,2752.5,91.7,408.8,2.32,53.7,937.8,0.9,2.9,333.125,8.25,30.96,11.16,3.92,0.01
2002,MT-NROCK,MT,1707,0,1488.8,832.3,12.4,157.5,1.4,77.19,213.2,0.4,0,75.625,8.33,25.1,3.24,0.503,0
2002,MT-NROCK,MT,1707,0,1202.6,567.4,13,116.3,2.23,72.67,248.8,1.4,3.6,237,7.98,32.87,2.08,0.405,0
2002,MT-NROCK,MT,1707,0.03,3371.5,1394.2,138.2,313.2,1.19,41,1110.9,1,30.7,625,7.96,39.15,6.8,0.368,0
2002,MT-NROCK,MT,1707,0,655.9,274.2,10.4,66.71,1.47,69.84,217.8,0.9,0,131.875,8.45,34.95,177.3636364,1.03,0
2001,MT-NROCK,MT,1008,0,431,183.5,5.6,48.48,0.75,77.28,209.5,0.3,0,39,7.48,15.8,3.4,0.238,0
2001,MT-NROCK,MT,1009,0,1973,1123.3,10.2,178.9,1.24,84.48,94.1,0.4,3.6,98,8.34,9.74,0.8,0.163,0
2001,MT-NROCK,MT,1704,0,1525,1086.3,7.6,133.2,1.02,23.21,48.8,0.5,2.9,76,8.1,5.3,0.2,0.138,0
2002,PL-NCULT,PL,1017,85.59,3718.2,8268.4,596.8,662.1,1.52,1.56,928.7,0.4,2.1,1928.75,8.4,12.7,166,95,1.2
2002,PL-RANGE,PL,1014,0.84,2789.3,1948.6,40.9,278.4,6.46,0.02,455,2.1,7.9,612.5,7.63,55.2,1.2,1.06,0
2002,MT-SROCK,MT,1603,0.08,5817.4,3537.4,250.3,574.3,0.74,84.6,462.8,0.3,2.4,163.75,7.94,14.65,23.16,1.31,0
2002,MT-SROCK,MT,1404,0.11,164.4,132.9,15.8,26.63,1.49,56.28,53,0.5,5.3,190,7.3,3.83,0.32,2.29,0
2002,MT-SROCK,MT,1404,0,512.4,290.9,25.2,58.49,1.96,94.68,102,0.4,2.3,280,7.41,9.69,35.16,10.6,0
2002,XE-EPLAT,XE,1406,0,6212.1,4430.1,65.9,595.9,5.66,89.02,613.8,15.1,7.8,915,8.03,17.06,66.04,24.9,0
2002,MT-SROCK,MT,1407,0.2,1902.5,1105.8,76.7,180.6,2.24,60.84,204,0.4,4.1,458.75,8.91,29.14,12.72,14.1,0.01
2001,XE-EPLAT,XE,1008,0.95,4435.9,6799.6,38.9,924.3,1.77,2.59,799.8,0.4,13.6,353,7.74,17.1,0,0.4,0
2002,XE-SOUTH,XE,1603,2.27,18662,5479,4894.2,1470,1.93,46.66,6176.7,1.5,79.6,2784,7.87,28.9,2988,6126,0.35
2002,XE-EPLAT,XE,1406,0.12,4357,3703.6,1364.8,770,1.64,58.25,1706.4,0.6,13.8,456.25,8.39,5.21,9.84,2.79,0.11
2002,MT-SROCK,MT,1603,1.27,4639.6,2039.4,403.5,457.9,3.01,46.23,1368,27.8,11.5,2251.25,8.57,29.88,240.6,214,0.2
2002,XE-SOUTH,XE,1602,53.83,6914.5,3005,4524.5,1101,7.01,0.17,5667.8,9.7,0,1478,7.4,21.74,62.16,5.27,0.36
2002,XE-SOUTH,XE,1501,2.31,4193.1,2891.2,768.9,502.2,1.1,66.86,946.1,0.4,43.7,811.25,8.4,33.49,15.36,1.13,0.37
2002,XE-EPLAT,XE,1406,2.47,3499.2,2615.3,815.4,763.5,3.4,23.81,3142.7,0.6,0,356.25,8.55,2.41,84.08,71.8,0.17
2004,XE-NORTH,XE,1705,0,969.9,503.5,124.4,117.4,1.13,1.18,383.3,0.6,4.3,207,7.67,47.95,6.1,4.21,0
2004,MT-NROCK,MT,1705,0.01,185.2,105.4,5.4,22.4,1.32,69.28,75.9,0.5,2.1,566,7.04,8.84,0.5,0.27,0
2004,XE-NORTH,XE,1705,0.03,462,274.9,11,51.06,2.68,85.88,142,0.4,5,238,7.4,17.25,4.4,1.15,0
2004,MT-NROCK,MT,1706,0,150,83.9,3.4,19.49,2.55,77.81,66,0.2,0.7,25,6.61,11.45,0.6,0.154,0
2001,XE-EPLAT,XE,1405,4.99,2886.7,2099.3,78.7,278.3,3.93,50.41,285.2,0.6,0,296,8.3,20.37,0.5,1.21,0
2004,XE-NORTH,XE,1704,0,3806.9,2991.9,181.1,366.1,1.17,48.79,291.6,0.4,7.9,181,8.4,15.97,4.9,1.42,0
2004,MT-NROCK,MT,1704,0,2411.6,2141.4,33.6,280.3,1.36,62.75,68.3,1,5.7,176,8.45,6.12,3.8,0.491,0
2004,MT-NROCK,MT,1704,0,1195.8,784,51.1,130.5,2.83,41.28,358,0.4,2.1,490,7.67,20.55,39.6,13.7,0
2004,XE-NORTH,XE,1704,0,394.3,205.8,35,45.86,2.54,21.66,153.3,0.7,6.4,280,7.43,34.67,1.9,3.55,0
2001,XE-EPLAT,XE,1018,0,3458.9,2367.1,113.7,369.3,1.19,0,716.5,0.5,17.1,361,8.27,41.37,7.5,2.93,0
2004,XE-NORTH,XE,1704,0.03,1649.6,999.9,145.8,182.9,2.66,2.33,423.9,0.5,0,224,8.55,39.54,5.1,3.4,0
2001,MT-NROCK,MT,1704,0,2609.2,2161.6,13,296.4,0.75,51.96,66.5,0.2,2.1,50,8.32,5.32,0.9,0.845,0
2004,XE-NORTH,XE,1704,0,934.3,571.4,86,105.8,2.2,8.33,179.6,0.6,0,208,7.75,9.98,8.8,2.47,0.01
2004,MT-SROCK,MT,1405,0.03,1201.4,722.2,2.8,119.2,1.2,22.15,77.6,0.5,3.6,94,8.16,17.02,2.4,0.153,0
2004,MT-SROCK,MT,1102,2.59,749.2,513.9,8.5,88.87,3.28,63.03,138,0.6,2.1,158,7.72,16.02,2,1.15,0
2004,MT-SROCK,MT,1102,0.04,722.1,651.8,7.3,98.08,1.42,72.6,115.5,0.5,7.9,166,7.81,8.31,1.9,0.519,0
2004,MT-SROCK,MT,1301,0,205.5,153.1,2,25.68,1.63,33.89,46.1,0.6,1.4,98,7.37,14.84,0.7,0.145,0
2004,MT-SROCK,MT,1402,0.25,385.4,222.8,4.8,44.74,1.62,44.5,91.1,1.1,2.1,198,7.65,18.33,4.4,0.985,0
2004,MT-SROCK,MT,1102,0.21,1306.8,1197.3,7.3,175,0.69,20.4,46,0.4,36.4,543,8.14,3.99,1.3,0.161,0
2001,MT-PNW,MT,1801,0,856.1,323.9,29.3,88.2,0.52,60.41,79.9,0.4,2.1,39,7.72,11.54,0.1,0.08,0.01
2001,MT-NROCK,MT,1704,0,3596,2403.8,4.8,348,1.26,56.5,219.8,0.3,0,78,8.43,5.95,0.2,0.639,0
2004,XE-SOUTH,XE,1504,0,1246.6,1096.4,44,165.7,1.76,94.37,245.4,0.9,2.1,85,7.02,21.14,0,0.246,0
2004,MT-SWEST,MT,1506,0.04,4227.5,2070.9,125.8,414.2,1.43,85.49,340.7,0.8,7.1,154,8.22,20.66,4.6,0.421,0
2004,MT-SWEST,MT,1506,0,5677.2,3201.7,72.5,585.7,1.57,70.3,1435.2,2.3,12.1,990,8.51,40.79,168.7,84.1,0
2004,MT-SWEST,MT,1506,0,4342.1,2448.9,97,415.8,1.44,95.04,259.1,0.6,2.9,146,7.76,13.22,17,6.16,0.04
2001,MT-NROCK,MT,1007,0,519.9,153.2,8.5,61.7,1.21,90.88,374.5,0.4,0,38,7.81,15.04,4.8,3.91,0
2004,MT-NROCK,MT,1007,0,328.8,212.3,3.4,41.12,1.32,69.92,63.3,0.4,1.4,75,7.64,9.13,1,0.146,0
2004,MT-NROCK,MT,1701,0,96.5,70.8,3.4,13.48,1.49,50.21,34.4,0.4,1.4,79,7.52,5.1,0.7,0.137,0
2004,MT-NROCK,MT,1701,0,255,176.7,2.3,28.66,0.95,76.39,19.3,0.4,5.7,133,7.45,3.83,1,0.139,0
2004,XE-EPLAT,XE,1008,0.08,1057.5,736.5,12.7,114.3,1.85,38.51,83.2,0.6,2.9,136,8.23,6.89,6.7,1.12,0
2001,MT-NROCK,MT,1008,0,211.2,127.2,11,25.63,2.52,37.7,60.2,0.4,0,343,7.12,4.84,17.7,2.36,0
2004,MT-NROCK,MT,1009,0,2785.5,1742.7,81,293,1.24,10.29,186.1,0.4,12.1,281,8.14,11.23,3.8,1.08,0
2004,XE-NORTH,XE,1705,8.26,2137.4,1344.5,182.8,291.9,6.43,1.5,550.9,1.3,0,610,8.51,22.6,3.4,1.56,0.52
2004,XE-NORTH,XE,1604,0,1409.8,717.5,153.4,161.3,1.12,0.24,615.5,1.2,10,293,7.86,58.83,10.4,3.84,0
2004,XE-SOUTH,XE,1605,0,1519.6,809,78.7,155.2,0.99,19.03,355.2,0.6,20,716,8.16,41.54,51.2,7.96,0
2001,MT-NROCK,MT,1008,0,1536.2,1200.1,17.5,146.2,1.43,24.63,55.9,0.3,3.6,119,7.72,11.94,5,0.298,0
2004,XE-SOUTH,XE,1604,0,1825.5,1725,15.8,189.3,1.38,45.68,99.5,0.8,6.4,161,8.4,9.24,1.2,0.254,0
2004,XE-SOUTH,XE,1604,0,460,425.5,4.2,50.66,0.79,23.4,33.9,0.4,2.1,76,7.84,2.86,1.6,0.257,0
2004,MT-PNW,MT,1605,0,857.3,468.1,3.7,84.75,2.21,64.42,228.1,0.4,0,143,7.96,23.93,3.2,1.83,0
2004,XE-SOUTH,XE,1605,0,580.1,340.8,33.6,71.73,1.27,56.92,186.2,0.8,0,74,7.8,17.98,3,2.75,0.01
2004,XE-SOUTH,XE,1605,0,1574.6,1093.4,202.8,240.9,0.55,8.21,761.3,0.4,25,286,8.1,55.3,21.9,6.09,0
2004,XE-SOUTH,XE,1604,0,644.2,354.6,30.7,72.38,1.31,24.53,279.2,0.6,1.4,109,7.78,25.88,2.5,2.1,0
2004,XE-SOUTH,XE,1606,0,438.1,248.3,12.4,48.37,0.71,31.08,200,0.5,1.4,61,7.63,20.59,1.7,0.574,0
2004,XE-SOUTH,XE,1606,0,876.6,718.1,8.5,92.33,1.04,10.44,178.2,0.4,2.1,107,7.77,17.8,6.9,2,0
2004,XE-SOUTH,XE,1606,0,475.2,321.2,10.2,51.41,0.57,19.49,144.5,0.4,4.3,189,7.55,17.99,16.8,2.21,0
2001,MT-NROCK,MT,1008,0,1316.5,567,10.4,138.5,1.5,16.59,428.9,0.4,0,95,8.31,25.64,5.1,1.03,0
2004,XE-NORTH,XE,1604,3.5,1967.7,803.6,186.2,246.2,2.36,1.33,1026.9,1.1,2.1,255,8,36.09,5.6,0.299,0
2004,XE-NORTH,XE,1604,0.03,1679,801.2,408.7,238.6,2.78,1.78,881.8,3.1,0,171,7.39,35.66,12.4,3.68,0
2004,XE-SOUTH,XE,1604,0.01,1581.5,789.1,402.8,233.2,1.29,3.65,830.4,0.6,5.7,115,7.93,53.24,0.9,1.03,0
2004,XE-NORTH,XE,1604,0.08,1130.6,657.8,537.3,210.3,4.21,9.97,908.4,3.9,3.6,733,7.76,32.18,30.2,6.67,0
2004,XE-NORTH,XE,1705,0,186.7,151.2,7.9,28.86,0.98,35.45,68.2,0.4,1.4,69,7.39,13.53,2.4,1.19,0
2004,XE-NORTH,XE,1704,0,545.8,254.8,53.9,66.57,2.42,0.51,229.7,0.9,1.4,208,7.5,33.75,4.9,5.76,0
2004,XE-NORTH,XE,1604,0.17,2011.1,1150.6,489.4,275.6,1.96,0.95,1015.2,2.1,19.3,509,8.04,38.44,5.2,1.39,0
2004,XE-SOUTH,XE,1504,0,4246.5,1991.6,156.8,425.9,1.17,6.06,990.4,1.2,5,147,7.66,50.29,0,0.246,0
2004,XE-SOUTH,XE,1505,0.23,5306.9,2984.7,256.4,602.3,1.73,6.39,2589.7,1.1,0,123,7.6,16.42,2,1.15,0.1
2001,MT-NROCK,MT,1009,0,1647.9,1011.7,30.2,154.8,4.22,46.18,189.2,0.6,4.3,296,8.76,18.88,1.4,1.15,0
2004,MT-SWEST,MT,1502,0,3482.4,1789,54.2,314.5,2.98,97.83,76.8,1.4,2.1,276,7.65,3.35,2.5,1,0.11
2004,XE-SOUTH,XE,1503,0,3376.9,1575.4,361,346.7,1.42,35.56,793.4,0.3,3.6,144,6.92,73,5.1,5.59,0
2004,MT-SWEST,MT,1502,0.01,902.2,417.3,37.2,99.28,2.59,70.85,229.8,0.6,5,348,6.33,25.42,11.2,10.9,0.02
2004,MT-SWEST,MT,1502,0,904.7,394.3,17.5,96.66,1.2,68.47,172.8,0.4,1.4,142,6.58,23.74,20.4,2.98,0
2004,MT-SWEST,MT,1506,0,3101.3,1788.3,60.6,297.5,1.27,97.91,110.4,0.9,5,125,8.17,13.84,0.8,0.304,0
2001,PL-RANGE,PL,1012,7.05,5717.8,6663.4,6972.5,2244,5.72,0.11,9961,30.4,1219.4,18775,8.14,14.23,29.2,13.5,10.71
2004,XE-SOUTH,XE,1505,0,4016.9,3427.9,80.1,415,1.48,86.67,168.1,0.6,2.1,109,7.24,11.44,0,0.126,0
2004,XE-SOUTH,XE,1505,0,3457,1931.5,261.2,373.4,4.13,25.04,1209.1,1.1,2.1,299,7.31,54.95,8.6,0.643,0
2004,MT-SWEST,MT,1507,0,5922,3069.7,263.7,590.4,1.54,32.45,707.8,1.3,5,201,7.61,49.65,9.8,3.19,0
2004,XE-EPLAT,XE,1503,0,4406.2,1651.7,535.6,460.9,2.62,31.34,1819,0.5,0,225,8.45,51.46,4.2,3.55,0.03
2004,MT-SWEST,MT,1506,0.35,5832.4,1829.9,676.7,582.6,1.55,34.54,3027.9,2.5,11.4,498,7.73,32.18,72.9,44.7,0.31
2001,XE-EPLAT,XE,1008,0.5,1911.2,1431.3,15.5,268.7,1.07,44.1,771.2,0.3,3.6,109,8.31,19.7,0.6,1.29,0.02
2004,MT-SWEST,MT,1506,0,3938.2,1955.5,103,354,1.34,88.84,249,0.4,2.1,106,8.26,17.47,0,0.435,0.01
2004,MT-SWEST,MT,1506,0,3433.7,1721.8,75.9,334.6,2.72,93.76,277.2,1.6,10.7,284,8.14,29.43,2.8,1.73,0
2004,MT-SWEST,MT,1506,0.05,2792.5,2978.7,15181,2048,2.26,59.49,13923.7,1.6,5.7,459,8.3,13.87,1.2,1.1,0.11
2004,XE-SOUTH,XE,1504,0.34,2763.1,3618.1,8941.9,1426,1.05,42.51,8549.4,0.9,2.1,157,7.13,42.18,10.8,7.48,0.04
2001,MT-PNW,MT,1803,0,249.2,106.8,7.9,24.42,1.27,59.38,96.7,0.8,0,71,7.6,14.17,0.4,0.2,0
2001,MT-NROCK,MT,1007,0,1723.5,843.2,21.2,169.9,2.87,14.81,418.8,0.4,0,125,8.23,25.24,0.5,0.445,0
2004,MT-PNW,MT,1605,0,452.2,188.4,5.6,49.84,0.77,90.77,131.9,0.4,1.4,74,7.76,39.62,3.9,0.612,0
2001,XE-EPLAT,XE,1008,0,4958.1,1623.3,115.1,548.2,2.48,15.22,4059.1,0.4,0,149,8.6,7.41,8.3,2.78,0.01
2004,PL-RANGE,PL,1014,27.1,2759.3,1887.9,42.6,288,3.11,2.44,741.6,0.6,17.1,1348,8.61,50.66,106.2,45.8,0.06
2001,XE-EPLAT,XE,1008,0.72,2778.2,3356.4,107.5,552.5,2.37,2.81,450.9,0.4,0,209,8.37,8.43,0.1,0.358,0
2004,PL-RANGE,PL,1013,0.38,14200.8,376.1,132.9,1837,9.25,0,18876.2,2.1,0,612,8.74,7.8,58.6,75.5,0
2004,PL-RANGE,PL,1014,25.59,5558.4,1328.8,187,545.3,8.44,1.36,4630.2,1.6,0,839,8.71,28.11,754,64.9,0
2001,XE-EPLAT,XE,1007,1.21,518.2,328.2,8.2,59.91,0.9,30.63,83,0.3,2.9,115,8.4,5.42,2.6,0.998,0
2004,PL-RANGE,PL,1014,25.91,5103.4,2146.1,114,507.1,5.34,2.42,2790.1,2.5,15,1223,8.39,44.9,344.8,168,0.14
2004,PL-RANGE,PL,1014,14.33,2574.5,1795.6,44.3,286.3,3,0.65,706.8,0.6,62.1,1568,8.34,53.26,85.2,37,0
2004,PL-NCULT,PL,1017,96.04,6090.9,4105.5,343,727.8,5.47,1.61,718.1,6.4,78.5,1696,8.01,6.51,10.2,4.66,0.3
2004,PL-RANGE,PL,1013,48.78,3992.2,1936,132,603.3,6.76,0.14,3097,1.1,0,573,7.9,3.68,3.2,4.65,0.27
2001,XE-EPLAT,XE,1404,0,7279.6,3228.5,324.7,742.9,2.54,31.68,1800.8,0.3,0,121,8.42,24,12.8,4.5,0.01
2002,XE-SOUTH,XE,1501,0.68,4512.6,15209.5,9641.1,2918,0.8,21.83,11370.4,0.5,9.3,391.875,7.78,18.42,24.8,10.3,0.27
2002,MT-SWEST,MT,1506,0,5673.5,2669.2,555.7,560.6,1.25,67.37,1147,0.4,2.9,108.75,7.43,24.16,7.04,4.63,0.55
2002,MT-SWEST,MT,1506,0,504.8,192,19.5,57.16,1.98,86.47,185.8,0.9,1.4,140.625,7.62,41.31,4,1.76,0
2002,XE-EPLAT,XE,1408,0,2252.8,2061.4,135.1,249.8,2.27,38.96,236.8,3.1,20.7,771.25,8.98,11.78,53.76,12.3,0
2002,MT-SWEST,MT,1504,0,2453.8,1392.7,73.3,239.7,0.72,92.02,421.7,0.8,5.7,210,8.32,45.92,5.4,0.24,0
2002,MT-SWEST,MT,1506,0,1295.3,621.3,34.4,134.5,2.69,43.31,270.2,0.9,2.1,409.375,8.52,18.38,8.08,4.85,0
2002,MT-SWEST,MT,1504,2.04,6165.6,3402.7,95.1,639.8,20.5,96.08,1292.3,3.4,2.1,1706.25,8.16,40.87,6.4,3.31,0.41
2001,XE-EPLAT,XE,1018,0,2482.3,1955.9,49.4,270.8,1.48,11.22,292.4,0.4,3.6,141,7.97,16.52,3.8,0.504,0
2002,MT-SWEST,MT,1506,0.06,3429.1,3024.9,6811.5,1087,2.44,78.79,5959.2,0.8,4.3,250,8.14,24.68,3.64,2.71,0.17
2001,MT-NROCK,MT,1601,0,4579.8,4369.2,84.1,710.7,1.43,47.29,865.7,0.4,0,113,8.38,4.21,65.4,4.87,0
2001,MT-NROCK,MT,1704,2.48,3819.9,4515.3,24.5,601.7,1.28,43.02,191.7,0.6,2.1,79,8.25,5.19,0.5,0.427,0
2001,MT-SWEST,MT,1807,0.04,3887.2,7194,206.2,1159,1.81,32.59,2139,0.1,0,91,8.26,22.52,0.2,0.186,0
2001,MT-PNW,MT,1709,0,802.6,430,39.2,83.63,1.4,92.57,209.2,0.7,5,120,7.38,16.7,3.6,1.81,0
