YEAR,ECO10,ECO3,HUC4,AG_TOT,ANC,CA,CL,COND,DOC,FOR_TOT,Sodium,NH4,NO3,NTL,PH,SIO2,TSS,TURB,URB_TOT
2002,MT-SWEST,MT,1807,0.03,1115.2,661.7,58.1,139.2,0.73,85.12,291.6,0.2,2.9,288,7.98,17.05,3,0.234,0.04
2002,MT-PNW,MT,1806,0,1402,972.6,485.1,269.4,1.66,79.15,876.5,0.4,9.3,133.75,7.51,24.26,1.64,1.06,0.53
2002,XE-CALIF,XE,1805,0,2934,2148.7,147,350.3,1.36,59.85,623.3,0.6,5.7,110,8.3,15.66,1,0.312,0.06
2002,MT-PNW,MT,1605,0,265.1,176.1,0,28.8,1.04,60.26,43.1,0.4,0,55,7.57,5.42,1.28,0.295,0
2002,MT-PNW,MT,1803,0.22,995.8,573.4,18.9,104.2,1,58.31,326.5,0.5,0,58.75,7.93,20.14,2.24,0.353,0
2002,MT-PNW,MT,1801,0,703.7,320.3,9,69.36,1.19,77.54,87.7,0.8,0,72.5,7.87,14.43,0.2,0.226,0
2002,MT-PNW,MT,1801,0,469.4,338.6,7.9,50.46,1,74.76,91.9,0.5,0,42.5,7.61,15.53,0.4,0.094,0
2002,MT-PNW,MT,1801,0,679.9,214,253.9,97.97,0.98,82.1,277.2,0.6,2.1,75,8.02,17.75,0.44,0.188,0
2002,MT-PNW,MT,1801,0,3795.9,2673.6,26.2,407.4,0.94,79.45,436.3,0.5,2.1,126.25,8.01,27.18,14.72,1.75,0
2001,MT-NROCK,MT,1707,0,4205.3,3425.2,4.5,377.7,0.95,88.63,190.4,0.3,0,45,8.18,20.56,0.3,0.134,0
2002,MT-PNW,MT,1801,1.05,5432.1,2501,296.7,540.8,1.24,48.53,550.7,20.2,80,1539.375,7.71,33.66,3.68,0.711,7.7
2002,MT-PNW,MT,1802,0.35,1144.5,679.1,77,120.3,0.76,87.82,285.9,0.6,1.4,81.875,8.23,28.77,0.36,0.517,0.95
2002,XE-CALIF,XE,1801,5.48,3262.5,1349.3,588.1,373,1.9,67.64,831.7,1.1,3.6,295.625,7.58,40.27,4.96,0.529,1.05
2002,MT-PNW,MT,1801,0,533.1,222.3,81.5,64.24,0.62,51.26,43.6,0.4,5.7,100,7.22,8.95,0.88,0.069,0.01
2002,MT-PNW,MT,1801,0,1974.4,1741.5,80.1,226.4,0.69,67.8,171.3,0.3,2.1,66.25,8.13,12.12,7.96,0.347,0
2002,XE-CALIF,XE,1804,0,4036.9,1840.3,1279.4,544.7,5.2,69.92,1601.2,1.4,2.9,706.25,7.9,28,2.44,0.592,4.79
2002,MT-PNW,MT,1801,0,2488,1771.5,173,263.6,1.03,75.21,246,0.6,2.8,80,8.23,13.88,0.48,0.2,0
2001,MT-PNW,MT,1707,0,394.8,239.9,19.5,44.79,0.78,86.99,129.6,0.5,0,66,7.56,20.17,0.1,0.145,0.51
2002,MT-SWEST,MT,1807,0.06,2934.9,1767,347.5,352.2,1.69,44.6,1226.2,1,18.6,418.125,8.12,35.99,3.12,0.316,0.23
2002,MT-SWEST,MT,1807,0.01,3369.1,1968.6,352.6,410,1.49,36.04,1184,0.7,7.9,209.375,7.98,27.08,0.24,0.178,0.83
2002,XE-CALIF,XE,1807,5.22,4180.7,3933.1,2568.7,907.9,2.67,27.36,3783.5,1,534.7,7744,8.36,25.55,9.68,1.6,16.07
2002,MT-SWEST,MT,1807,0.72,2174.9,1855.3,21.4,238.4,0.64,47.43,217.5,0.7,9.3,178.75,8.42,14.19,7.2,0.323,0.02
2002,XE-CALIF,XE,1803,1.01,2236.3,1531.9,203.6,245.5,3.54,67.07,640.3,1.1,3.6,307.5,8.18,19.25,2.04,1.62,0.22
2002,MT-PNW,MT,1801,0,1681.8,1488.5,540.7,257.8,0.67,73.02,556.8,0.3,1.4,46.25,8.61,7.44,0.28,0.266,0
2002,MT-PNW,MT,1801,0,717.7,537.4,4.5,72.22,1.78,51.7,103.6,0.6,0,96.25,6.88,11.67,1.84,0.364,0
2002,MT-PNW,MT,1801,0,907.5,636.2,9.9,93.61,1.27,55.7,102.9,0.5,0,60,8.13,11.11,1.32,0.2,0
2002,MT-PNW,MT,1801,0,654.6,360.4,31.3,75.93,0.89,48.05,159,0.9,1.4,98.75,7.53,7,0.64,0.344,0.05
2001,MT-NROCK,MT,1707,0,2716.8,1217.4,3.9,267.8,2.19,92.81,278.9,0.6,1.4,95,8.32,30.63,3.7,0.776,0
2002,MT-PNW,MT,1801,0,2503.1,1910.2,169.8,280.9,1.19,50.05,397.6,0.5,1.4,75.625,8.36,9.28,0.16,0.638,0
2002,MT-PNW,MT,1801,0,837.9,464.4,121,99.74,0.79,93.66,314.4,0.4,0,37.5,7.67,17.2,0.76,0.224,0
2002,MT-PNW,MT,1801,3.68,306.6,103.1,260.9,66.87,3.44,81.47,361,1.1,20,439,7.17,17.35,12.4,12.3,0.47
2002,MT-PNW,MT,1801,0,756.7,465.2,24.8,77.83,0.64,90.64,117.3,0.6,3.6,96,7.95,20.06,1.52,0.137,0
2002,MT-PNW,MT,1801,0,2085.9,1869.3,16.9,213.8,0.61,67.67,115.7,0.2,2.5,50,8.13,11.76,3.88,0.408,0
2002,MT-PNW,MT,1801,0.13,696.7,523,111.4,96.66,0.67,91.66,218.8,0.3,7.9,181.25,7.2,9.17,2.92,0.296,0
2002,MT-PNW,MT,1801,0,393.1,208,243.1,75.06,1.49,92.73,314.9,0.4,12.9,243.75,7.36,11.35,1.44,0.429,0.01
2002,MT-PNW,MT,1801,0,169.8,97.9,50.5,25.98,0.6,83.33,90.8,0.4,4.3,90,6.78,7.71,2.08,0.341,0.01
2002,MT-PNW,MT,1801,0,791.5,367.8,192.6,101.4,2.8,90.37,375.3,0.6,2.1,73.125,6.81,14.8,16.44,10.2,0
2001,XE-NORTH,XE,1707,4.5,1156.6,343,61.5,121.3,0.61,45.95,474.1,0.7,6.4,213,8.57,29.47,3.7,0.543,0.43
2002,MT-PNW,MT,1710,0,385.1,289.9,121.6,65,0.39,97.7,189.1,0.3,21.4,349.375,7,8.21,0.64,0.191,0
2002,MT-PNW,MT,1801,0,1633.7,820.9,139.1,181,0.91,99.7,578.5,0.5,1.4,55.625,7.88,15.13,5.68,0.582,0
2002,MT-PNW,MT,1801,0,2531.7,1576.3,74.5,245.8,0.53,85.71,216,0.5,0,32.5,8.26,14.63,2.24,0.291,0
2002,XE-CALIF,XE,1804,6.92,354.5,213.8,77.3,52.08,1.59,64.08,127,0.5,0,117.5,8.19,5.33,2.84,1.53,0.69
2002,XE-CALIF,XE,1802,6.6,1134.9,566.4,95.9,133.2,1.04,52.1,319.5,0.4,9.3,177.5,8.23,22.15,10.28,2.16,0.58
2002,MT-PNW,MT,1801,0,1204.1,801.4,74.5,138.5,0.74,82.46,126.2,0.2,0,13.75,8.19,11.47,0.16,0.204,0
2002,MT-PNW,MT,1801,6.03,1063.3,569.4,57.8,121.1,1.32,65.85,164.8,0.4,3.6,92.5,8.1,14.19,3.44,1.89,0.26
2002,MT-PNW,MT,1801,0,1111.7,212.7,67.1,117.8,0.53,93.01,86.5,0,0,17,8.3,14.11,0.12,0.163,0.06
2002,XE-CALIF,XE,1802,4.36,827.7,413.9,32.2,90.26,1.31,69.69,150.2,0.4,1.4,128.125,8.1,13.3,4.84,2.7,0.71
2002,MT-PNW,MT,1802,0,466.7,227.7,6.8,47.09,0.46,97.17,106.1,0.5,6.4,97.5,7.13,17.31,0.64,0.161,0
2003,PL-NCULT,PL,1019,4.88,3186.8,3651.7,2613.3,978.7,5.75,40.32,4750,116.6,295.6,7213,7.72,11.8,48.4,17.4,8.59
2003,PL-RANGE,PL,1102,0.31,1111.8,1347.8,128.9,210.8,2.13,72.24,344.7,0.6,3.6,179,8.53,14.14,0.8,0.379,1.48
2001,MT-NROCK,MT,1707,0.54,743.6,367.9,11,79.7,1.73,68.8,154.2,0.6,0,108,8.67,20.84,1.6,0.831,0.04
2003,PL-RANGE,PL,1102,1.49,1547.6,1220.6,180.5,207.6,4.48,87.13,442.4,0.7,2.1,276,8.17,17.49,1.6,1.81,0.17
2003,MT-SROCK,MT,1408,0.73,468.2,332.1,5.9,59.8,0.9,52.5,205.2,0.5,3.6,94,7.83,14.93,0.6,0.238,0
2003,XE-EPLAT,XE,1405,8.11,2830.5,1779.9,327.2,492.9,4.08,60.48,1989.6,0.6,0,390,8.66,0.92,2.4,2.88,0.22
2003,PL-RANGE,PL,1102,1.92,1671.4,6107.8,240.3,1019,4.83,24.29,2947,7.6,64.3,2875,7.72,8.81,1173.8,2122,0.16
2001,MT-SWEST,MT,1408,0,2755.5,2245.6,55.8,269.8,2.63,85.85,152.5,0.6,2.9,210,8.34,28.55,5.2,1.19,0
2001,MT-NROCK,MT,1707,0,4937.5,4608,8.2,594.3,1.64,33.44,667.3,0.7,0,134,8.25,22.39,0.1,0.94,0
2001,MT-NROCK,MT,1707,2.85,637.2,273.5,11.6,63.18,3.83,78.8,129.8,1.6,1.4,459,7.77,27.17,7.2,3.04,0.01
2001,MT-NROCK,MT,1707,0,1581.3,853.7,3.9,144.1,1.86,94.3,145.1,0.4,0,68,7.96,23.26,0.6,0.171,0
2001,MT-PNW,MT,1709,66.23,347.3,160.7,62.3,46.08,1.97,29.23,140.1,0.5,35.7,645,7.61,11.89,1,3.14,0.24
2001,MT-PNW,MT,1707,0.01,590.9,208.6,21.4,57.76,0.91,82.25,200.6,0.8,2.9,184,8.38,17.03,2.7,1.08,0.16
2003,MT-PNW,MT,1710,2.36,300.7,150.8,107.7,43.66,1.05,92.17,152.8,1.1,3.6,120,7.57,13.94,1.6,2.49,0.01
2001,MT-NROCK,MT,1707,0,2212.8,1265.7,19.2,213.6,2.47,80.14,364.5,0.6,0,156,8.49,22.58,3.2,0.6,0
2001,MT-NROCK,MT,1705,0.56,1818.5,938.8,21.2,203.2,1.81,19.06,410.4,1,4.3,219,7.92,39.42,7.3,1.42,0
2001,MT-PNW,MT,1710,0,578.8,297.6,196.6,85.85,2.93,90.93,324.6,3.2,13.6,346,6.92,17.71,0.8,3.3,0
2001,MT-SWEST,MT,1504,0,3054.6,1962.5,1039.7,426.8,1.99,59.51,1365.6,0.4,0,133,9.12,34.06,2.2,0.298,0
2001,MT-NROCK,MT,1707,0.02,1621.3,857.3,12.1,158.7,1.59,31.79,254.2,0.6,0,133,7.91,36.32,0.1,0.208,0
2001,MT-NROCK,MT,1707,1.63,3848.7,1703.9,84.9,362.6,1.42,46.63,1143.8,0.5,0,134,8.75,24.67,6.4,1.58,0
2001,MT-NROCK,MT,1707,0,1088,686.3,7.3,107.9,1.81,94.42,184.3,0.4,0,76,7.79,22.24,0.2,0.521,0
2004,MT-NROCK,MT,1002,0,536.4,440.4,5.6,66.03,0.49,60.09,59.5,0.3,7.9,139,7.72,5.22,1.3,0.112,0
2004,MT-NROCK,MT,1002,0,1403.3,1062.3,6.5,169.2,0.61,52.36,32.3,0.4,12.9,204,8.12,4.04,1.8,0.191,0.01
2004,MT-NROCK,MT,1002,0,3033.4,4616.4,22.6,588.4,1.28,74.67,507.7,0.8,9.3,179,8.29,5.86,3.2,0.389,0
2004,PL-RANGE,PL,1003,0,3177.3,2069.1,19.7,318.7,1.93,8.92,195.9,0.7,5,221,8.65,9.04,1.9,1.13,0
2004,PL-RANGE,PL,1003,0,4814.1,4794.9,35.3,691.7,2.62,0.65,807.6,1,5,278,8.28,12.64,11.7,0.744,0
2004,PL-RANGE,PL,1004,1.85,3757.4,3578.4,67.4,575.4,3.48,36.48,1152.5,0.7,0,241,8.3,10.43,1.4,0.877,0.16
2001,MT-NROCK,MT,1707,0,1775.9,809.4,27.1,152.9,4.19,73.56,292,0.6,0,190,8.15,46.07,0.2,3.12,0
2004,PL-RANGE,PL,1010,22.69,7850.8,2759.7,605,2855,7.66,2.33,23604.6,0.9,0,590,8.68,4.69,28.8,27.2,0.2
2004,PL-RANGE,PL,1008,1.38,4192.1,22101.1,104.4,2308,8.2,4.75,2009.3,1,0,524,7.94,14.41,9.3,2.79,0
2004,PL-RANGE,PL,1011,1.6,6479,986.4,30.2,1281,13.53,0,10731.9,1.6,0,911,9.08,2.32,35.9,12.3,0.01
2004,PL-RANGE,PL,1013,9.94,12113.8,1433.6,1008.4,1833,6.74,0.23,18147.5,1.1,0,999,8.48,16.28,109.7,108,0.03
2004,MT-PNW,MT,1709,0,537.6,229.4,10.2,55.06,1.15,98.06,154.1,0.4,0.7,23,7.32,31.62,0,0.205,0
2004,MT-PNW,MT,1710,0,453.4,365,107.7,76.52,0.99,97.61,214.2,0.9,0,89,7.72,15.45,1,0.14,0
2004,XE-NORTH,XE,1712,0.06,519.4,190,12.1,54.84,1.25,1.77,234.4,0.9,2.1,153,7.72,35.6,4.9,1.83,0.01
2001,MT-NROCK,MT,1707,16.89,2353.4,895.5,42,212.1,2.3,46.14,720.6,0.7,2.1,250,8.41,29.11,3.4,1.07,0.06
2004,XE-NORTH,XE,1712,0,229.7,114.1,1.1,24.23,0.72,7.84,56.8,0.2,0,62,7.26,11.92,3,0.441,0
2004,XE-NORTH,XE,1712,0,250.5,125.1,0.8,26.34,0.82,6.68,60.4,0.2,0,51,7.28,13.52,3.1,0.327,0
2004,MT-PNW,MT,1801,0.66,939.9,323.1,13,89.31,1.21,88.61,199.5,0.5,0,104,7.65,35.25,2.4,1.16,0.07
2004,MT-PNW,MT,1801,0,485.7,207,7.1,55.02,0.51,88.35,159.4,0.3,0.7,26,7.57,41.23,4.8,1.42,0.06
2004,XE-NORTH,XE,1712,0.08,771.3,232.8,106.6,99.01,2.26,1.07,570.6,0.4,0,218,7.86,39.83,6.7,3.79,0
2004,XE-NORTH,XE,1712,0.08,826.8,371.8,12.1,80.49,2.62,10.77,231.7,0.8,1.4,334,7.68,36.57,22.9,12.8,0
2004,XE-NORTH,XE,1712,0.02,761.8,315.8,56.7,88.01,1.49,6,293.4,0.6,18.6,399,7.63,39.8,8.2,4.77,0
2004,MT-PNW,MT,1710,0,313.1,154.8,104.1,48.02,1.88,97.61,191.1,1.1,2.9,153,8.12,9.89,1.6,0.521,0
2004,MT-PNW,MT,1710,0,325,160.4,103.8,54.6,1.92,98.06,191.3,1.2,2.1,133,8.3,10.23,0,0.597,0
2001,MT-NROCK,MT,1707,0,392.6,257.8,9,46.31,1.52,84,92.6,0.5,7.1,155,7.74,15.01,1.8,0.291,0
2004,MT-PNW,MT,1710,0,326.3,162.6,106.6,49.6,2.09,97.6,197.2,1.4,2.1,159,7.87,9.11,1.2,0.547,0
2004,MT-PNW,MT,1710,0,292.3,143.5,92.5,48.84,1.69,97.59,191.3,1.1,6.4,238,7.75,10,0,0.785,0
2004,MT-PNW,MT,1710,0,333.6,172.1,97,49.97,1.67,97.48,198.6,1.4,4.3,211,7.24,8.38,1.9,0.654,0
2004,MT-PNW,MT,1710,0,303.5,159.4,94.8,49.06,2.02,97.47,182.1,1.1,17.1,355,7.37,11.19,0.3,0.806,0
2004,MT-PNW,MT,1710,0.09,276.8,132.6,97,45.72,1.62,96.96,186.8,1.5,12.1,324,7.05,9.14,2.2,0.583,0
2004,MT-NROCK,MT,1701,0,1123.5,819.7,2.3,118.5,0.72,78.01,48.1,0.4,0.7,25,7.93,4.66,0,0.203,0
2004,MT-NROCK,MT,1706,0,178.4,95.2,3.1,22.67,2.48,90,60.1,0.5,3.6,104,7.45,11.09,0,0.162,0.04
2004,PL-NCULT,PL,1019,20.77,5011.3,7462.7,2452.2,1636,3.44,20.89,6204.6,0.5,295.6,4966,8.09,14.58,23.5,2.63,4
2004,XE-SOUTH,XE,1603,0,3061.7,1995.7,359.3,326.9,1.12,86.24,768.9,0.3,15.7,279,8.14,48.27,19.6,2.72,0
2004,MT-SROCK,MT,1602,0,4148,2454.3,82.1,385.8,1.18,32.24,111,1.2,11.4,254,8.37,6.21,6.7,0.231,0
2004,MT-SROCK,MT,1602,0,4031.8,2491.8,115.4,384,0.87,37.81,153.1,0.8,23.6,385,8.47,7.01,0.8,0.239,0
2004,MT-SROCK,MT,1404,0,135,103.2,8.2,24.6,1.23,48.06,37.7,0.1,9.3,214,6.98,4.03,2,3.72,0
2004,MT-SROCK,MT,1406,0.01,169.1,150.9,12.7,20.17,2.17,53.9,30.1,0.4,8.6,291,6.95,3.24,1.6,3.4,0
2001,MT-NROCK,MT,1707,0.64,1291.2,400.5,22.3,118.1,1.48,90.18,243.6,1.1,0,174,8.65,35.56,2.7,1.84,0.01
2004,MT-PNW,MT,1802,0.01,406.7,167.6,4.2,42.59,1.1,69.16,92.1,0.4,1.4,145,7.53,29.23,4.4,0.58,0.05
2004,MT-PNW,MT,1803,0,233.5,115.1,4.5,25.04,1.61,58.4,120.3,0.4,0,79,7.32,14.53,0.6,0.433,0
2004,MT-PNW,MT,1804,0,840.2,381.4,5.1,81.31,0.93,73.69,147.4,0.5,0.7,54,7.96,23.84,1.1,0.258,0
2004,MT-PNW,MT,1804,0,145,67.2,6.5,18.22,1.34,61.12,67.6,1.2,1.4,254,6.14,10.14,9.6,0.498,0
2004,XE-CALIF,XE,1803,0.23,191.8,101.1,6.2,20.22,0.92,79.51,78.1,0.5,2.1,76,7.48,10.07,1.3,0.39,0
2004,MT-PNW,MT,1803,0.05,2094.9,1990.7,31,214.4,0.67,85.5,199.4,0.6,18.6,298,7.99,20.87,0.6,0.211,0
2004,MT-PNW,MT,1804,0,122.8,81.1,4.8,14.56,0.86,37.04,33,0.4,2.9,139,6.75,4.67,2.5,6.15,0
2004,MT-PNW,MT,1804,0,80.8,91.6,3.1,19.93,0.65,20.59,35.1,0.4,1.4,69,7.25,5.24,0.1,0.226,0
2004,XE-SOUTH,XE,1809,0,895.9,1008.9,4.5,122.9,0.51,10.43,45,0.5,5,119,8.16,7.67,2,0.226,0
2001,MT-NROCK,MT,1707,0,4140.3,2836.4,9.3,368.5,1.61,95.67,291.1,0.8,2.1,135,8.21,20.98,0.1,0.234,0
2004,XE-SOUTH,XE,1606,0,2717.7,1456.1,18.9,262.5,0.61,7.86,84,0.4,11.4,193,8.27,10.46,1.2,0.164,0
2004,XE-SOUTH,XE,1809,0,265,305.3,7.1,52.86,0.46,12.49,112.7,0.3,6.4,144,7.58,9.28,3,0.467,0
2004,XE-SOUTH,XE,1809,0,304.6,337.2,9.3,47.95,0.68,12.87,60.1,0.3,11.4,195,7.74,5.16,1.8,3.99,0.01
2004,MT-SWEST,MT,1807,0.09,2951.1,2110.8,71.9,319.3,1.25,45.83,458.5,0.4,7.1,151,8.45,19.82,0.7,0.148,0.08
2004,XE-CALIF,XE,1806,0.01,1591.2,1032.6,152.9,183.1,0.84,74.48,400.2,0.4,1.4,46,7.92,25.92,0,0.144,0
2004,MT-PNW,MT,1801,0.44,1358.4,951.9,55,159.2,1.1,61.89,171.7,0.2,0,45,8.21,8.9,0.5,0.953,0.14
2004,PL-NCULT,PL,1019,0,4816.3,1414.6,227.9,500.8,8.17,0,2734,19.7,0,1131,7.56,10.22,6.3,2.09,1.11
2004,PL-RANGE,PL,1102,1.35,3248.6,3258.2,1084.8,1240,5.19,0.16,5388.3,1.9,0,633,8.1,1.77,4.6,2.96,0.05
2004,PL-NCULT,PL,1025,24.4,3402.2,1836.1,82.4,366.6,1.89,0.01,559.6,1.9,55,1033,7.93,49.02,1.7,1.54,0
2001,MT-NROCK,MT,1707,0,437.1,209.9,11,44.02,1.49,84.81,86,0.9,0,124,7.67,20.71,0.1,0.151,0.03
2004,PL-NCULT,PL,1025,43.4,5666,3106.2,174.6,561.5,4.7,0.04,1250,1.5,0,315,7.72,48.92,0,0.574,0.1
2004,XE-EPLAT,XE,1403,2.62,4179.3,4986.2,277.8,976.1,6.73,60.94,2164.5,1.2,0,424,8.45,10.66,12,8.5,0.04
2004,XE-EPLAT,XE,1408,7.52,4674.9,4040.5,470.5,822,7.22,68.5,1536.9,1.7,0,820,8.33,10.03,59.2,51.3,0.05
2004,PL-NCULT,PL,1025,29.64,3802,2460.5,44.8,371.3,2.96,0,508,2.6,20,698,7.84,53.24,7.6,5.05,0
2004,PL-RANGE,PL,1102,0.07,2711,7098.9,561.3,1371,3.83,1.46,6123.5,0.8,0,514,7.8,6.88,38.6,36.4,0.33
2004,XE-EPLAT,XE,1405,0.21,14555.3,2926.3,868.5,2163,8.53,50.92,13873.6,1.1,0,602,8.39,12,1.8,2.18,0.03
2004,XE-EPLAT,XE,1401,0.01,6369.6,2409.1,75,762.4,3.11,93.92,2672.2,0.5,0,155,8.47,17.31,1.9,0.646,0
2004,PL-RANGE,PL,1012,0.36,5015.4,11740.6,1593.1,4533,9.51,0.41,30013.8,1,0,563,8,0.96,0.4,1.98,0
2004,PL-RANGE,PL,1012,0.24,5886.7,6658.8,456.7,3273,6.93,0.27,21941.6,1.1,0,510,8.25,1.89,10.6,6.82,0.03
2004,PL-RANGE,PL,1012,0.19,4672.2,3323.6,294.5,1801,10.42,1.18,11084.9,1.3,0,633,8.47,1.14,23.2,20.6,0
2004,MT-NROCK,MT,1706,0,2478.1,2158.5,20,318.4,1.5,23.27,52.9,0.5,10.7,186,8.34,4.33,7.7,0.39,0.01
2004,MT-NROCK,MT,1701,0,1900.3,1436.5,5.9,197.1,1.04,83.8,46.5,0.4,4.3,88,8.37,4.54,1.5,0.329,0.13
2004,MT-NROCK,MT,1701,0.01,1596.9,1166.6,4.8,163.1,1.05,80.54,34.2,0.4,2.9,60,8.3,4.24,0.5,0.376,0
2004,MT-NROCK,MT,1701,0,1897.8,1298.2,1.4,178.4,1.11,93.82,65.9,0.4,2.9,43,8.15,5.89,1.4,0.125,0
2004,XE-SOUTH,XE,1603,0,4450.7,2616.8,94.8,412.3,1.06,94.47,130.4,0.5,46.4,700,7.61,6.87,0.7,0.237,0
2004,XE-EPLAT,XE,1501,0.63,2826.8,1570.8,149.8,313.6,1.13,50.64,546.6,0.3,60,879,8.45,18.13,0.4,0.221,0
2004,MT-SROCK,MT,1603,0.06,1545.2,2124.7,80.1,292,1.88,84.31,229.4,0.3,0,95,7.96,18.97,2.8,0.732,0
2004,XE-EPLAT,XE,1405,0.95,4410.6,3414.7,358.2,718.6,2.73,39.48,2363.5,3.1,4.3,293,8.36,11.4,266.8,56.1,0.12
2004,XE-EPLAT,XE,1406,0.03,1377.6,1222.1,112.8,210.8,1.82,61.01,178.9,0.4,0,108,8.2,2.45,5.6,1.29,0
2004,XE-EPLAT,XE,1406,0.04,1254.7,1140.4,119.3,202.4,1.82,65.52,155.9,0.4,0,863,8.1,1.86,1.4,1.21,0
2004,XE-EPLAT,XE,1406,4.34,5495.9,5693.6,4292.7,1891,7.83,40.08,10032.1,5.6,8.6,1224,7.93,9.69,76.4,61.4,0.2
2004,XE-NORTH,XE,1706,0.03,959.1,485.8,16.6,101.6,0.86,54.98,161.9,0,7.1,155,8.01,39.43,1.8,0.301,0
2004,MT-PNW,MT,1703,0,735.1,385.8,25.9,77.98,0.36,91.09,150.3,0.1,0.7,24,7.76,23.23,1.3,6.65,0.03
2004,MT-PNW,MT,1711,0.01,423.3,277.7,38.1,55.99,3.22,92.42,81.2,0.7,2.1,184,7.43,7.92,2,1.11,1.08
2004,MT-PNW,MT,1711,0,592.2,350.8,36.1,68.23,3.75,80.23,141.1,0.4,9.3,267,7.58,15.68,1.9,0.64,0.03
2004,MT-PNW,MT,1711,0,758.7,702.5,36.4,94.02,0.45,84.59,83.1,0.2,2.9,43,7.82,6.21,0.2,0.146,0
2004,MT-PNW,MT,1708,0,187.6,130.6,11.8,23.44,0.62,45.76,65.7,0.4,2.1,52,6.99,9.98,0.2,0.23,0
2004,MT-PNW,MT,1703,0,441.7,293.9,16.9,50.31,0.89,94.27,95.1,0.1,0.7,49,7.56,10.57,0,0.15,0
2004,XE-NORTH,XE,1703,3.67,2056,758.2,44.6,209.7,1.77,8.57,481.7,0.1,1.4,73,7.92,54.45,0,0.502,0.01
2004,MT-PNW,MT,1703,0,293.5,238.5,16.9,35.92,1.05,69.6,40.9,0.1,3.6,83,7.52,4.69,0.5,0.092,0
2004,MT-PNW,MT,1711,0,327.2,325.3,11,40.32,1.12,79.12,28,0.1,3.6,67,7.25,3.66,1.3,0.356,0
2004,MT-PNW,MT,1702,0,753.3,648.4,8.5,85.49,0.69,64.86,97.9,0.3,2.9,38,7.88,8.55,0,0.072,0
2004,MT-PNW,MT,1711,0,182.8,124.5,5.4,24.4,1.01,76.77,36.1,0.1,3.6,70,7.71,5.12,0.5,0.183,0.01
2004,MT-NROCK,MT,1706,0,758.5,391.3,12.4,82.63,1.89,60.11,116.4,0.3,2.1,111,7.82,34.04,1.5,0.384,0
2004,MT-PNW,MT,1710,0,491.8,517.6,63.2,82.24,0.42,99.9,115.4,0.1,4.3,71,6.89,7.23,0.1,0.135,0
2004,MT-PNW,MT,1711,0,640.2,367.2,46.5,71.66,5.35,78.29,162.6,0.6,7.9,381,7.42,16.67,4,1.34,0.04
2004,MT-PNW,MT,1702,0.64,392.8,213.8,16.9,46.55,0.93,72.81,59.2,0.4,4.3,118,8.21,7.84,0.2,0.606,0.22
2004,MT-NROCK,MT,1404,0,294.7,292.1,8.2,46.22,1.13,21.7,279,0.7,9.3,196,7.49,2.47,1.6,0.627,0
2004,MT-NROCK,MT,1008,0,535.5,257.3,6.2,61.28,1.66,65.5,244.7,0.6,2.1,75,7.89,18.22,10.5,4.73,0.03
2004,PL-RANGE,PL,1009,0.26,2946.2,23597.5,6099.3,5169,3.83,0.71,30139.2,0.6,0,461,7.9,8.92,22,3.52,0.04
2004,MT-SROCK,MT,1018,0.09,2981.8,1950.7,24,287.7,2.39,21.85,190.6,1.1,4.3,268,8.49,11.37,1.3,0.55,0
2004,MT-NROCK,MT,1704,0,2329.6,1594.7,7.3,226.1,1.47,71.99,236.2,0.4,0,51,8.2,6.95,0.9,1.05,0
2004,MT-NROCK,MT,1704,0,298.4,171.9,11.6,39.59,0.93,96.91,103.1,0.4,0.7,48,7.84,24.23,0.9,0.964,0
2004,MT-NROCK,MT,1002,0,1425.6,363.4,1019.4,356.4,0.91,78.88,2523.4,0.3,0,83,7.99,92.38,0.4,0.402,0
2004,MT-NROCK,MT,1002,0,548.7,264.8,7.9,62.23,1.02,77.23,174.9,0.3,1.4,55,7.7,33.18,1.1,0.424,0.02
2004,MT-NROCK,MT,1002,0,1277.3,839.6,6.5,130.6,0.88,17.11,77.9,0.5,6.4,573,8.08,8.66,1.6,0.453,0
2004,MT-NROCK,MT,1704,0,195.3,82.8,9,28.07,3.07,97,81,0.5,1.4,100,7.34,35.02,1.2,0.34,0
2004,MT-NROCK,MT,1704,0,377.3,204.5,20.6,47.92,4.61,95.74,124.8,0.4,0.7,195,7.57,37.45,0.6,2.18,0
2004,MT-NROCK,MT,1007,0,1760.9,1095.7,9,168.3,1.62,66.6,78.3,0.2,0,60,8.19,19.34,3.2,0.297,0.1
2004,MT-NROCK,MT,1007,0,816.9,417.5,22.3,85.57,7.01,73.31,211,0.4,1.4,225,7.89,22.38,0.4,4.13,0.29
2004,MT-NROCK,MT,1007,0,879.5,433,16.6,93.33,4.4,79.25,262.4,0.3,0.7,122,7.98,28,11.4,2.29,0.4
2002,MT-NROCK,MT,1002,0.01,527.4,222.4,62.1,61.33,2.02,56.85,163.5,0.5,3.3,226,7.66,28.62,2.68,1.95,0
2002,MT-NROCK,MT,1002,0,2832,2037.9,13.2,269.5,1.12,73.6,397.3,0.8,4.6,138.125,8.38,9.85,1.8,0.253,0
2002,MT-NROCK,MT,1707,1.91,1644.2,708.1,29.9,165.6,2.39,60.29,501.1,0.9,1.4,243.125,8.58,21.98,1.92,0.865,0.05
2002,MT-NROCK,MT,1707,4.74,983.4,304.6,49.9,106.9,0.76,47.03,403.6,0.4,7.1,190,8.59,30.55,4.76,0.74,0.49
